A17;INTITULÉS 17;A38;INTITULÉS 38;A88;INTITULÉS 88;A129;INTITULÉS 129;NAF 732;INTITULÉS 732
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;92;Organisation de jeux de hasard et d'argent;R92Z;Organisation de jeux de hasard et d'argent;9200Z;Organisation de jeux de hasard et d'argent
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;93;Activités sportives, récréatives et de loisirs;R93Z;Activités sportives, récréatives et de loisirs                    ;9311Z;Gestion d'installations sportives
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;93;Activités sportives, récréatives et de loisirs;R93Z;Activités sportives, récréatives et de loisirs                    ;9312Z;Activités de clubs de sports
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;93;Activités sportives, récréatives et de loisirs;R93Z;Activités sportives, récréatives et de loisirs                    ;9313Z;Activités des centres de culture physique
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;93;Activités sportives, récréatives et de loisirs;R93Z;Activités sportives, récréatives et de loisirs                    ;9319Z;Autres activités liées au sport
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;93;Activités sportives, récréatives et de loisirs;R93Z;Activités sportives, récréatives et de loisirs                    ;9321Z;Activités des parcs d'attractions et parcs à thèmes
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;93;Activités sportives, récréatives et de loisirs;R93Z;Activités sportives, récréatives et de loisirs                    ;9329Z;Autres activités récréatives et de loisirs
RU;Autres activités de services;SZ;Autres activités de services ;94;Activités des organisations associatives;S94Z;Activités des organisations associatives (marchandes);9411Z;Activités des organisations patronales et consulaires
RU;Autres activités de services;SZ;Autres activités de services ;94;Activités des organisations associatives;S94Z;Activités des organisations associatives (marchandes);9412Z;Activités des organisations professionnelles
RU;Autres activités de services;SZ;Autres activités de services ;94;Activités des organisations associatives;S94Z;Activités des organisations associatives (marchandes);9420Z;Activités des syndicats de salariés
RU;Autres activités de services;SZ;Autres activités de services ;94;Activités des organisations associatives;S94Z;Activités des organisations associatives (marchandes);9491Z;Activités des organisations religieuses
RU;Autres activités de services;SZ;Autres activités de services ;94;Activités des organisations associatives;S94Z;Activités des organisations associatives (marchandes);9492Z;Activités des organisations politiques
RU;Autres activités de services;SZ;Autres activités de services ;94;Activités des organisations associatives;S94Z;Activités des organisations associatives (marchandes);9499Z;Autres organisations fonctionnant par adhésion volontaire
RU;Autres activités de services;SZ;Autres activités de services ;95;Réparation d'ordinateurs et de biens personnels et domestiques;S95Z;Réparation d'ordinateurs et de biens personnels et domestiques;9511Z;Réparation d'ordinateurs et d'équipements périphériques
RU;Autres activités de services;SZ;Autres activités de services ;95;Réparation d'ordinateurs et de biens personnels et domestiques;S95Z;Réparation d'ordinateurs et de biens personnels et domestiques;9512Z;Réparation d'équipements de communication
RU;Autres activités de services;SZ;Autres activités de services ;95;Réparation d'ordinateurs et de biens personnels et domestiques;S95Z;Réparation d'ordinateurs et de biens personnels et domestiques;9521Z;Réparation de produits électroniques grand public
RU;Autres activités de services;SZ;Autres activités de services ;95;Réparation d'ordinateurs et de biens personnels et domestiques;S95Z;Réparation d'ordinateurs et de biens personnels et domestiques;9522Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
RU;Autres activités de services;SZ;Autres activités de services ;95;Réparation d'ordinateurs et de biens personnels et domestiques;S95Z;Réparation d'ordinateurs et de biens personnels et domestiques;9523Z;Réparation de chaussures et d'articles en cuir
RU;Autres activités de services;SZ;Autres activités de services ;95;Réparation d'ordinateurs et de biens personnels et domestiques;S95Z;Réparation d'ordinateurs et de biens personnels et domestiques;9524Z;Réparation de meubles et d'équipements du foyer
RU;Autres activités de services;SZ;Autres activités de services ;95;Réparation d'ordinateurs et de biens personnels et domestiques;S95Z;Réparation d'ordinateurs et de biens personnels et domestiques;9525Z;Réparation d'articles d'horlogerie et de bijouterie
RU;Autres activités de services;SZ;Autres activités de services ;95;Réparation d'ordinateurs et de biens personnels et domestiques;S95Z;Réparation d'ordinateurs et de biens personnels et domestiques;9529Z;Réparation d'autres biens personnels et domestiques
RU;Autres activités de services;SZ;Autres activités de services ;96;Autres services personnels;S96Z;Autres services personnels;9601A;Blanchisserie-teinturerie de gros
RU;Autres activités de services;SZ;Autres activités de services ;96;Autres services personnels;S96Z;Autres services personnels;9601B;Blanchisserie-teinturerie de détail
RU;Autres activités de services;SZ;Autres activités de services ;96;Autres services personnels;S96Z;Autres services personnels;9602A;Coiffure
RU;Autres activités de services;SZ;Autres activités de services ;96;Autres services personnels;S96Z;Autres services personnels;9602B;Soins de beauté
RU;Autres activités de services;SZ;Autres activités de services ;96;Autres services personnels;S96Z;Autres services personnels;9603Z;Services funéraires
RU;Autres activités de services;SZ;Autres activités de services ;96;Autres services personnels;S96Z;Autres services personnels;9604Z;Entretien corporel
RU;Autres activités de services;SZ;Autres activités de services ;96;Autres services personnels;S96Z;Autres services personnels;9609Z;Autres services personnels n.c.a.
RU;Autres activités de services;TZ;Activités des ménages en tant qu'employeurs- activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;97;Activités des ménages en tant qu'employeurs de personnel domestique;T97Z;Activités des ménages en tant qu'employeurs de personnel domestique;9700Z;Activités des ménages en tant qu'employeurs de personnel domestique
RU;Autres activités de services;TZ;Activités des ménages en tant qu'employeurs- activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;98;Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;T98Z;Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;9810Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
